date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Mon Aug 24 2015,N/A,, ,Software engineer,0,"great people, flat management, attractive compensate,
","nothing that I can think of right now
Advice to Management
you are doing great
Helpfu","you are doing great
Helpfu",5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Jul 28 2015,Anonymous,,Current Employee ,Awesome,0,"Really a good company to work for! Everyone is kind and sweet to each other. In my opinion it's the best company ever!
","There are a lot of people who wants to work for Google. It can be very though to get a job in this company.
Advice to Management
Give a chance to younger people with less experience. I think they could really help to get in the younger market.
Helpfu","Give a chance to younger people with less experience. I think they could really help to get in the younger market.
Helpfu",5,5,4,4,5,4,Recommends,Positive Outlook,Approves of CEO
Fri Jun 19 2015, Partner Success Manager,"Toronto, ON",Former Employee ,I wish I still worked there!,2,"Super fun work environment, great meals.
","Roller skates at work weren't necessarily encouraged.
Advice to Management
Hire me back!
Helpful (2","Hire me back!
",5,3,5,5,4,5,Recommends,Positive Outlook,Approves of CEO
Wed May 20 2015,N/A,, ,Google AM Salary,2,"Compensated very well, with amazing perks and benefits.
","Difficult to have a good work/life balance, and have to be very willing to play internal political games in order to succeed at the company
Helpful (2",,4,,,,,,,,
Sun Apr 26 2015,N/A,, ,work life balance,0,"benefits are very good. good company
","lack of work life balance
",,5,,,,,,,,
Tue Apr 07 2015,N/A,, ,Best Company ever,0,"Never had a better work life balance or perks
","Very competitive and you compete with the best
Helpfu",,5,5,5,4,5,4,Recommends,Positive Outlook,Approves of CEO
Thu Mar 26 2015,N/A,"Toronto, ON","Senior Consultant in Toronto, ON",Senior consultant for packaged software solutions,2,,"ltant in Toronto, ON
Recommends
Neutral Outlook
Approves of CEO
I have been working at Google
Pros
Good opportunities in a big company
Cons
extensive traveling causes a difficult work life balance
",,5,3,5,4,3,4,Recommends,Neutral Outlook,Approves of CEO
Tue Mar 24 2015,N/A,, ,"Great company, great culture.",0,"Great organization, very bright people. Great food and very rewarding work. Everyone wants you to succeed.
","No real downsides at working at this company, everyone is great and the culture is great. Not able to think of anything not great about the company.
",,5,,,,,,,,
Mon Mar 23 2015,N/A,, ,Software engineer,0,"awesome work ethics and people
","lots of work to do at all the time
Helpfu",,4,4,4,4,4,3,Recommends,Positive Outlook,
Sat Feb 28 2015,N/A,"Toronto, ON","Developer in Toronto, ON",good company,0,"Nice city, arround the lake, everyone's super nice
","Not much to say about it
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Mar 13 2015,N/A,, ,Great Company to work for!,0,"Free Environment, Productive, Huge Money
","Not many -Some Good People -Avoid Cafeteria discussions
",,4,4,3,3,3,3,Recommends,Positive Outlook,Approves of CEO
Fri Jan 23 2015,Anonymous,,Former Employee ,"Thrilling, challenging, rewarding",3,"Working with exceptionally talented and intelligent Type A personalities and being involved in something huge. On the sales side, everyone wants to hear from you, rather than having to do a hard sell. It's great to work for a company with such a great (and well-deserved) reputation, since people naturally want to partner with you.
","Being pulled in a million different directions at once and being at the mercy of every-changing corporate initiatives. Also, after some time, the tidal wave of corporate reporting has a tendency to get in the way of actually getting your job done.
",,5,3,4,5,5,4,Recommends,Positive Outlook,Approves of CEO
Tue Jan 20 2015, Software Engineer,"London, ON",Former Employee ,"Great people, big corporation",4,"The people are definitely the most talented I've ever worked with. The culture is friendly and laid back, and they do a lot to foster awareness about topical issues like diversity in STEM and privacy issues. I've learned a lot of technical and soft skills.
","It is no longer a start-up. You are one of many stars, all competing to outshine each other. Recognition is hard to obtain, unless you work on one of the very few shiny projects. It is very Calfornia-centric, with the commensurate decrease in life quality doing late evening meetings a lot. Stack ranking is a big demotivator.
",,4,4,4,4,5,3,Recommends,Neutral Outlook,Approves of CEO
Thu Mar 26 2015,N/A,"Toronto, ON","Senior Consultant in Toronto, ON",Senior consultant for packaged software solutions,2,,"ltant in Toronto, ON
Recommends
Neutral Outlook
Approves of CEO
I have been working at Google
Pros
Good opportunities in a big company
Cons
extensive traveling causes a difficult work life balance
Advice to Management
Open more dialog with senior management and ground level employees
Helpful (2","Open more dialog with senior management and ground level employees
",5,3,5,4,3,4,Recommends,Neutral Outlook,Approves of CEO
Sun Apr 26 2015,N/A,, ,work life balance,0,"benefits are very good. good company
","lack of work life balance
Advice to Management
Do something that about work life balance
Helpfu","Do something that about work life balance
Helpfu",5,,,,,,,,
Sat Feb 28 2015,N/A,"Toronto, ON","Developer in Toronto, ON",good company,0,"Nice city, arround the lake, everyone's super nice
","Not much to say about it
Advice to Management
good
Helpfu","good
Helpfu",5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Mar 13 2015,N/A,, ,Great Company to work for!,0,"Free Environment, Productive, Huge Money
","Not many
-Some Good People
-Avoid Cafeteria discussions
Advice to Management
GodSpeed!
Best Management you ever will have! They are invisible.
Helpfu","GodSpeed!
Best Management you ever will have! They are invisible.
Helpfu",4,4,3,3,3,3,Recommends,Positive Outlook,Approves of CEO
Fri Jan 23 2015,Anonymous,,Former Employee ,"Thrilling, challenging, rewarding",3,"Working with exceptionally talented and intelligent Type A personalities and being involved in something huge. On the sales side, everyone wants to hear from you, rather than having to do a hard sell. It's great to work for a company with such a great (and well-deserved) reputation, since people naturally want to partner with you.
","Being pulled in a million different directions at once and being at the mercy of every-changing corporate initiatives. Also, after some time, the tidal wave of corporate reporting has a tendency to get in the way of actually getting your job done.
Helpful (3",,5,3,4,5,5,4,Recommends,Positive Outlook,Approves of CEO
Tue Jan 20 2015, Software Engineer,"London, ON",Former Employee ,"Great people, big corporation",4,"The people are definitely the most talented I've ever worked with. The culture is friendly and laid back, and they do a lot to foster awareness about topical issues like diversity in STEM and privacy issues. I've learned a lot of technical and soft skills.
","It is no longer a start-up. You are one of many stars, all competing to outshine each other. Recognition is hard to obtain, unless you work on one of the very few shiny projects. It is very Calfornia-centric, with the commensurate decrease in life quality doing late evening meetings a lot. Stack ranking is a big demotivator.
Helpful (4",,4,4,4,4,5,3,Recommends,Neutral Outlook,Approves of CEO
Thu Jan 08 2015, Head of Industry,,Former Employee ,Head of Industry,0,#NAME?,#NAME?,"Work on a people development program and promotion process that is more focused on performance and less on appearances.
Helpfu",4,2,3,3,5,3,Recommends,Neutral Outlook,Approves of CEO
Fri Oct 31 2014,N/A,, ,"They are expanding their office right now, its been a great experience!",0,"Work life balanced, very flexible, lots of team building activities
","You have to learn a lot, fast paced and need to be 100% committed all the time
Helpfu",,5,5,5,5,5,5,,,
Mon Oct 20 2014,N/A,,Anonymous ,"Great place to work, but dealing with big company problems",0,"The people are generally great, the environment is amazing and there are tons of opportunities to move around if so inclined.
","Google is struggling with big company problems. Lots of layers slow things down and can disenfranchise one a bit.
",,4,5,4,4,5,4,Approves of CEO,,
Sun Aug 24 2014, Software Engineer,"Waterloo, ON",Current Employee ,Awesome place to work,1,"As a leader in software industry, this company gives you achievement and makes you excited about the things you are doing. It provides you with various kinds of training. You have a chance to learn skills in different fields, which is very helpful for your development.
","I don't see there are any obvious drawbacks. This company has a good work/life balance and provides learning opportunities internally. Maybe a pity is that time is too short to consume what the company provides you with every day.
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Apr 11 2014,Anonymous,N/A,Former Employee ,A nice place you can work for whole life,2,"High pay, great benefits, food provided everyday
","Not everybody is smart enough
Helpful (2",,5,5,4,5,5,4,Recommends,Positive Outlook,Approves of CEO
Sun Mar 02 2014, Senior Analyst,"Toronto, ON",Current Employee ,pretty good,1,"good benefits, good people to work with
","not much, except it's competitive
Helpful (1",,3,3,3,3,3,3,Approves of CEO,,
Sat Nov 23 2013,Anonymous,,Current Employee ,Amazing company where you can work on world-changing challenges,2,"Surrounded by incredible people, working on some of the coolest problems in the world. The company is a rocket ship and, early in your career, you really get way more responsibility than you probably should.
","Definitely not a startup anymore and you can start to feel the bureaucracy creeping in. Also, opportunities to really move up quickly are tougher to come by.
",,4,4,5,5,3,5,Recommends,Positive Outlook,Approves of CEO
Thu Oct 31 2013,N/A,, ,"Fun, exciting projects. Great colleagues, great team culture, great food, great pay.",3,"Fun, exciting projects. Great colleagues, great team culture, great food, great pay.
","Too many smart people around to push you to your boundary.
Helpful (3",,5,,,,,,,,
Sat Jul 20 2013, Software Engineer,,Current Employee ,Mostly good,2,"The usual: compensation, interesting projects, good food, company cares about employees ... (see below) ...
","... as long as productivity is there. Work life balance is possible, but you won't get promoted if you work ""only"" 40 hours a week.
",,4,2,3,3,5,2,Recommends,Positive Outlook,No Opinion of CEO
Thu May 09 2013, Analytical Lead,"Toronto, ON",Current Employee ,a very competitive and political atmosphere,9,#NAME?,"- very high volume of work - very political; - talended people are not rewarded; - no careers opportunities - no life/balance (you need to go out every week to be promoted)
",,3,3,3,1,4,2,Recommends,Positive Outlook,Approves of CEO
Sun Aug 24 2014, Software Engineer,"Waterloo, ON",Current Employee ,Awesome place to work,1,"As a leader in software industry, this company gives you achievement and makes you excited about the things you are doing. It provides you with various kinds of training. You have a chance to learn skills in different fields, which is very helpful for your development.
","I don't see there are any obvious drawbacks. This company has a good work/life balance and provides learning opportunities internally. Maybe a pity is that time is too short to consume what the company provides you with every day.
Helpful (1",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Nov 23 2013,Anonymous,,Current Employee ,Amazing company where you can work on world-changing challenges,2,"Surrounded by incredible people, working on some of the coolest problems in the world. The company is a rocket ship and, early in your career, you really get way more responsibility than you probably should.
","Definitely not a startup anymore and you can start to feel the bureaucracy creeping in. Also, opportunities to really move up quickly are tougher to come by.
Helpful (2",,4,4,5,5,3,5,Recommends,Positive Outlook,Approves of CEO
Sat Jul 20 2013, Software Engineer,,Current Employee ,Mostly good,2,"The usual: compensation, interesting projects, good food, company cares about employees ... (see below) ...
","... as long as productivity is there. Work life balance is possible, but you won't get promoted if you work ""only"" 40 hours a week.
Advice to Management
See cons.
Helpful (2","See cons.
",4,2,3,3,5,2,Recommends,Positive Outlook,No Opinion of CEO
Thu May 09 2013, Analytical Lead,"Toronto, ON",Current Employee ,a very competitive and political atmosphere,9,#NAME?,"- very high volume of work
- very political;
- talended people are not rewarded; 
- no careers opportunities
- no life/balance (you need to go out every week to be promoted)
Advice to Management
- be human and fair
Helpful (9",#NAME?,3,3,3,1,4,2,Recommends,Positive Outlook,Approves of CEO
Wed Apr 24 2013,Anonymous,,Current Employee ,Great place to work,1,"Creative team, flexible work arrangements, encouraged to think outside of the box
","Is there Work Life balance?
Advice to Management
How are you attracting & retaining new talent?
Helpful (1","How are you attracting & retaining new talent?
",5,4,4,4,4,4,Recommends,Positive Outlook,Approves of CEO
Sat Nov 03 2012, Senior Accounts Manager,"Toronto, ON",Current Employee ,"Work darn hard, but it's very rewarding on many levels",5,"Incredibly talented teammates, great camaraderie and passion to excel. Fantastic work environment (food, massages, games, etc.). Powerful products.
","Not for those who aren't willing to give it 110% and work hard for it. Work-life balance isn't impossible, but you have to be extremely efficient and effective in order to achieve some degree of balance.
",,5,3,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Wed Oct 03 2012, Software Engineer,"Kitchener, ON",Current Employee ,"Great food, awesome people, global projects",1,"Comfortable office spaces built with humans in mind. Lots of freedom in choosing what to work on. Projects with global impact. Generous budgeting. Opportunities to travel. Managers that know the tech side of the projects.
","With all the smart people around it's not that easy to get promoted.
",,5,5,5,3,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Aug 13 2012, Software Engineer,"Kitchener, ON",Current Employee ,Unparalleled,5,"Freedom to work and motivate one self. There is no micro-managing and you're given the freedom to work the way you want as long as it drives results. They also understand the importance of life balance and have helped me instill balance in my life.
","I really can't think of anything. There may be times where you feel the work isn't right for you, but it's big enough that you're able to move to a project and location that suits you.
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Jun 21 2013, Program Manager,"Mountain View, CA",Former Employee ,"Moving at the speed of light, burn out is inevitable",2982,"1) Food, food, food. 15+ cafes on main campus (MTV) alone. Mini-kitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day. 2) Benefits/perks. Free 24:7 gym access (on MTV campus). Free (self service) laundry (washer/dryer) available. Bowling alley. Volley ball pit. Custom-built and exclusive employee use only outdoor sport park (MTV). Free health/fitness assessments. Dog-friendly. Etc. etc. etc. 3) Compensation. In ~2010 or 2011, Google updated its compensation packages so that they were more competitive. 4) For the size of the organization (30K+), it has remained relatively innovative, nimble, and fast-paced and open with communication but, that is definitely changing (for the worse). 5) With so many departments, focus areas, and products, *in theory*, you should have plenty of opportunity to grow your career (horizontally or vertically). In practice, not true. 6) You get to work with some of the brightest, most innovative and hard-working/diligent minds in the industry. There's a ""con"" to that, too (see below).
","1) Work/life balance. What balance? All those perks and benefits are an illusion. They keep you at work and they help you to be more productive. I've never met anybody at Google who actually time off on weekends or on vacations. You may not hear management say, ""You have to work on weekends/vacations"" but, they set the culture by doing so - and it inevitably trickles down. I don't know if Google inadvertently hires the work-a-holics or if they create work-a-holics in us. Regardless, I have seen way too many of the following: marriages fall apart, colleagues choosing work and projects over family, colleagues getting physically sick and ill because of stress, colleagues crying while at work because of the stress, colleagues shooting out emails at midnight, 1am, 2am, 3am. It is absolutely ridiculous and something needs to change. 2) Poor management. I think the issue is that, a majority of people love Google because they get to work on interesting technical problems - and these are the people that see little value in learning how to develop emotional intelligence. Perhaps they enjoy technical problems because people are too ""difficult."" People are promoted into management positions - not because they actually know how to lead/manage, but because they happen to be smart or because there is no other path to grow into. So there is a layer of intelligent individuals who are horrible managers and leaders. Yet, there is no value system to actually do anything about that because ""emotional intelligence"" or ""adaptive leadership"" are not taken seriously. 3) Jerks. Sure, there are a lot of brilliant people - but, sadly, there are also a lot of jerks (and, many times, they are one and the same). Years ago, that wasn't the case. I don't know if the pool of candidates is getting smaller, or maybe all the folks with great personalities cashed out and left, or maybe people are getting burned out and it's wearing on their personality and patience. I've heard stories of managers straight-up cussing out their employees and intimidating/scaring their employees into compliance. 4) It's a giant company now and, inevitably, it has become slower moving and is now layered with process and bureaucracy. So many political battles, empire building, territory grabbing. Google says, ""Don't be evil."" But, that practice doesn't seem to be put into place when it comes to internal practices. :(
",,4,2,3,3,5,3,Doesn't Recommend,Negative Outlook,No Opinion of CEO
Sat May 10 2014, Software Engineer III,"New York, NY",Current Employee ,"Great balance between big-company security and fun, fast-moving projects",1032,"* If you're a software engineer, you're among the kings of the hill at Google. It's an engineer-driven company without a doubt (that *is* changing, but it's still very engineer-focused). * The perks are amazing. Yes, free breakfast, lunch, an dinner every weekday. Aaaaaamazing holiday parties (at Waldorf Astoria, NY Public Library, MoMA, etc.); overnight ski trips to Vermont; overnight nature trips to the Poconos in the summer; summer picnics at Chelsea piers; and on and on and on. I don't see this going away unless the company starts hurting financially. * Speaking of which, the company is doing quite well, which reflects in bonuses and equity grants. * There a huge diversity of work ranging from defending independent journalism worldwide (Google Project Shield) to crisis response during disasters (see Maps during Hurricane Sandy or Tsunamis), to the best machine learning experts and projects in the world, to more mundane revenue-driving projects in advertising, there's really something for everybody. * It's easy to move around within the company as long as you're in good standing (the vast majority of engineers are). * The company is amazingly open: every week Larry Page and Sergey Brin host what's called TGIF where food, beer, wine, etc. is served, a new project is presented, and afterward there's an open forum to ask the executives anything you want. It's truly fair game to ask anything, no matter how controversial, and frequently the executives will be responsive. * No, nobody cares if you use an iPhone, Facebook, shop with Amazon, stream using Spotify, or refuse to use Google+. The company is amazingly open and flexible. Neither pro nor con, but general information on work-life balance, promotions, and advancement. * Work life balance can be what you want it to be on most teams. (Some teams are in more competitive sectors and require more crazy hours all the time - but very few of them). If you do what's expected, you'll be fine at least for a handful of years. Working a roughly 40 hour work week is possible, and many people do it. There are also people who are hyper-motived and work like crazy just because they love it, or because they're competitive, or they want to get a promotion. If you work 40 hour weeks without putting in anything extra, you'll fall behind them as they advance and you stand still - and maybe that doesn't matter, so it works out for everybody. But at least know where you would realistically stand. * If you excel and work your butt off, you'll be compensated and promoted. If you let yourself be a code monkey, and just sit coding with your head down all day, you'll be fine but won't advance. A big complaint from some Googlers is about not being able to advance ""even at Google"" with pure coding. Sure, if you're the uber genius who created MapReduce and Bigtable, you're going to advance like a rocket without having to do anything but coding; but if you're like most engineers at Google -- smarter than average, but just average compared to other Googlers -- you're just a good coder and not revolutionary. Code monkeys are important to actually get stuff done, and to be sure you absolutely need to be a good coder as a software engineer (it's the minimum requirement), but code monkeys won't advance because they're not leaders and they're easy to replace. To get promoted you need to lead and do more than just code. There are plenty of ways to lead other than being an official tech lead, so this isn't actually _that_ hard, so the real point is just that you can't just sit there coding what other people tell you to code all day and expect to advance.
","* It *is* becoming larger, and with it comes growing pains: bureaucracy, slow to respond to market threats, bloated teams, cross-divisional tension (though nothing remotely approaching that of Microsoft's internal tension). * The quality of the engineers is possibly dropping, but possibly not. It's hard to get real metrics, because as the absolute number of people grows, naturally the number of bad apples grows; as a percentage it's supposedly the same as it ever was, but with larger numbers of poorer quality engineers it just _feels_ like things might be changing for the worse. * Also with growth means more internal-confidential data leaks (again, because of the raw numbers of people) -- product announcements being ruined, etc. That means the company has to be tighter-lipped internally to avoid leaks, which makes things less open. It's still an amazingly open place, but less so than it was even a couple years ago. The good thing is they recognize it and actively look to improve things because they know how important it is to keep the good culture.
",,5,5,4,5,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Feb 17 2021, Unemployed,"Stroudsburg, PA",Former Employee ,Fantastic place to work!,0,"Great when in the office.
","Not so great remote :(
Helpfu",,5,,,,,,,,
Wed Feb 17 2021, Analyst,"New York, NY",Former Employee ,good,0,"Lots of pros good company
","lots of cons big comapny
Helpfu",,5,,,,,,,,
Wed Feb 17 2021, Programmer Analyst,,Current Employee ,Great,0,"Good work for the type of job
","Poor training and management at google
",,5,,,,,,,,
Wed Feb 17 2021, Software Engineer,"Atlanta, GA",Current Employee ,good company,0,"good company with good benefits
","there are no cons to this job
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Wed Oct 03 2012, Software Engineer,"Kitchener, ON",Current Employee ,"Great food, awesome people, global projects",1,"Comfortable office spaces built with humans in mind. Lots of freedom in choosing what to work on. Projects with global impact. Generous budgeting. Opportunities to travel. Managers that know the tech side of the projects.
","With all the smart people around it's not that easy to get promoted.
Advice to Management
Keep the good work.
Helpful (1","Keep the good work.
",5,5,5,3,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Aug 13 2012, Software Engineer,"Kitchener, ON",Current Employee ,Unparalleled,5,"Freedom to work and motivate one self. There is no micro-managing and you're given the freedom to work the way you want as long as it drives results. They also understand the importance of life balance and have helped me instill balance in my life.
","I really can't think of anything. There may be times where you feel the work isn't right for you, but it's big enough that you're able to move to a project and location that suits you.
Helpful (5",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Jun 21 2013, Program Manager,"Mountain View, CA",Former Employee ,"Moving at the speed of light, burn out is inevitable",2982,"1) Food, food, food. 15+ cafes on main campus (MTV) alone. Mini-kitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day.

2) Benefits/perks. Free 24:7 gym access (on MTV campus). Free (self service) laundry (washer/dryer) available. Bowling alley. Volley ball pit. Custom-built and exclusive employee use only outdoor sport park (MTV). Free health/fitness assessments. Dog-friendly. Etc. etc. etc.

3) Compensation. In ~2010 or 2011, Google updated its compensation packages so that they were more competitive. 

4) For the size of the organization (30K+), it has remained relatively innovative, nimble, and fast-paced and open with communication but, that is definitely changing (for the worse).

5) With so many departments, focus areas, and products, *in theory*, you should have plenty of opportunity to grow your career (horizontally or vertically). In practice, not true. 

6) You get to work with some of the brightest, most innovative and hard-working/diligent minds in the industry. There's a ""con"" to that, too (see below).
","1) Work/life balance. What balance? All those perks and benefits are an illusion. They keep you at work and they help you to be more productive. I've never met anybody at Google who actually time off on weekends or on vacations. You may not hear management say, ""You have to work on weekends/vacations"" but, they set the culture by doing so - and it inevitably trickles down. I don't know if Google inadvertently hires the work-a-holics or if they create work-a-holics in us. Regardless, I have seen way too many of the following: marriages fall apart, colleagues choosing work and projects over family, colleagues getting physically sick and ill because of stress, colleagues crying while at work because of the stress, colleagues shooting out emails at midnight, 1am, 2am, 3am. It is absolutely ridiculous and something needs to change.

2) Poor management. I think the issue is that, a majority of people love Google because they get to work on interesting technical problems - and these are the people that see little value in learning how to develop emotional intelligence. Perhaps they enjoy technical problems because people are too ""difficult."" People are promoted into management positions - not because they actually know how to lead/manage, but because they happen to be smart or because there is no other path to grow into. So there is a layer of intelligent individuals who are horrible managers and leaders. Yet, there is no value system to actually do anything about that because ""emotional intelligence"" or ""adaptive leadership"" are not taken seriously.

3) Jerks. Sure, there are a lot of brilliant people - but, sadly, there are also a lot of jerks (and, many times, they are one and the same). Years ago, that wasn't the case. I don't know if the pool of candidates is getting smaller, or maybe all the folks with great personalities cashed out and left, or maybe people are getting burned out and it's wearing on their personality and patience. I've heard stories of managers straight-up cussing out their employees and intimidating/scaring their employees into compliance.

4) It's a giant company now and, inevitably, it has become slower moving and is now layered with process and bureaucracy. So many political battles, empire building, territory grabbing. Google says, ""Don't be evil."" But, that practice doesn't seem to be put into place when it comes to internal practices. :(
Advice to Management
1) Don't dismiss emotional intelligence and adaptive leadership. They're not just catch phases. You need great managers and leaders in order to build great companies and develop great employees. The people who may be brilliant at solving technical issues may not be (and are most often, not) the best candidates for management. 

2) Do something about that work-ife balance. Don't just have a bunch of pow-wows and tech talks and discussions about it. Leadership should actually model it. Consider re-evaluating how work is done; what processes are in place that are inefficient and ineffective and need to be updated or removed? 

3) Don't forget that there is already a pool of incredibly talented people within the company. If career development is really a goal at Google, then do it. Don't just hire from the outside. Take the time to help your employees develop their careers - then maybe you won't lose some of the great ones, and maybe you'll have prevent some of that burn out and disillusionment.
Helpful (2982","1) Don't dismiss emotional intelligence and adaptive leadership. They're not just catch phases. You need great managers and leaders in order to build great companies and develop great employees. The people who may be brilliant at solving technical issues may not be (and are most often, not) the best candidates for management. 

2) Do something about that work-ife balance. Don't just have a bunch of pow-wows and tech talks and discussions about it. Leadership should actually model it. Consider re-evaluating how work is done; what processes are in place that are inefficient and ineffective and need to be updated or removed? 

3) Don't forget that there is already a pool of incredibly talented people within the company. If career development is really a goal at Google, then do it. Don't just hire from the outside. Take the time to help your employees develop their careers - then maybe you won't lose some of the great ones, and maybe you'll have prevent some of that burn out and disillusionment.
",4,2,3,3,5,3,Doesn't Recommend,Negative Outlook,No Opinion of CEO
Sat May 10 2014, Software Engineer III,"New York, NY",Current Employee ,"Great balance between big-company security and fun, fast-moving projects",1032,"* If you're a software engineer, you're among the kings of the hill at Google. It's an engineer-driven company without a doubt (that *is* changing, but it's still very engineer-focused).
* The perks are amazing. Yes, free breakfast, lunch, an dinner every weekday. Aaaaaamazing holiday parties (at Waldorf Astoria, NY Public Library, MoMA, etc.); overnight ski trips to Vermont; overnight nature trips to the Poconos in the summer; summer picnics at Chelsea piers; and on and on and on. I don't see this going away unless the company starts hurting financially.
* Speaking of which, the company is doing quite well, which reflects in bonuses and equity grants.
* There a huge diversity of work ranging from defending independent journalism worldwide (Google Project Shield) to crisis response during disasters (see Maps during Hurricane Sandy or Tsunamis), to the best machine learning experts and projects in the world, to more mundane revenue-driving projects in advertising, there's really something for everybody.
* It's easy to move around within the company as long as you're in good standing (the vast majority of engineers are).
* The company is amazingly open: every week Larry Page and Sergey Brin host what's called TGIF where food, beer, wine, etc. is served, a new project is presented, and afterward there's an open forum to ask the executives anything you want. It's truly fair game to ask anything, no matter how controversial, and frequently the executives will be responsive.
* No, nobody cares if you use an iPhone, Facebook, shop with Amazon, stream using Spotify, or refuse to use Google+. The company is amazingly open and flexible.

Neither pro nor con, but general information on work-life balance, promotions, and advancement.
* Work life balance can be what you want it to be on most teams. (Some teams are in more competitive sectors and require more crazy hours all the time - but very few of them). If you do what's expected, you'll be fine at least for a handful of years. Working a roughly 40 hour work week is possible, and many people do it. There are also people who are hyper-motived and work like crazy just because they love it, or because they're competitive, or they want to get a promotion. If you work 40 hour weeks without putting in anything extra, you'll fall behind them as they advance and you stand still - and maybe that doesn't matter, so it works out for everybody. But at least know where you would realistically stand.
* If you excel and work your butt off, you'll be compensated and promoted. If you let yourself be a code monkey, and just sit coding with your head down all day, you'll be fine but won't advance. A big complaint from some Googlers is about not being able to advance ""even at Google"" with pure coding. Sure, if you're the uber genius who created MapReduce and Bigtable, you're going to advance like a rocket without having to do anything but coding; but if you're like most engineers at Google -- smarter than average, but just average compared to other Googlers -- you're just a good coder and not revolutionary. Code monkeys are important to actually get stuff done, and to be sure you absolutely need to be a good coder as a software engineer (it's the minimum requirement), but code monkeys won't advance because they're not leaders and they're easy to replace. To get promoted you need to lead and do more than just code. There are plenty of ways to lead other than being an official tech lead, so this isn't actually _that_ hard, so the real point is just that you can't just sit there coding what other people tell you to code all day and expect to advance.
","* It *is* becoming larger, and with it comes growing pains: bureaucracy, slow to respond to market threats, bloated teams, cross-divisional tension (though nothing remotely approaching that of Microsoft's internal tension).
* The quality of the engineers is possibly dropping, but possibly not. It's hard to get real metrics, because as the absolute number of people grows, naturally the number of bad apples grows; as a percentage it's supposedly the same as it ever was, but with larger numbers of poorer quality engineers it just _feels_ like things might be changing for the worse.
* Also with growth means more internal-confidential data leaks (again, because of the raw numbers of people) -- product announcements being ruined, etc. That means the company has to be tighter-lipped internally to avoid leaks, which makes things less open. It's still an amazingly open place, but less so than it was even a couple years ago. The good thing is they recognize it and actively look to improve things because they know how important it is to keep the good culture.
Advice to Management
Keep the focus on the user. Everything else will follow.
Helpful (1032","Keep the focus on the user. Everything else will follow.
",5,5,4,5,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Feb 17 2021, Programmer Analyst,,Current Employee ,Great,0,"Good work for the type of job
","Poor training and management at google
Advice to Management
Pretty good
Helpfu","Pretty good
Helpfu",5,,,,,,,,
Wed Feb 17 2021, Software Engineer,"San Jose, CA",Former Employee ,Google,0,"Good benefit and good teammates.
","Low payment and low salary.
Helpfu",,5,,,,,,,,
Wed Feb 17 2021, Solutions Architect,,Current Employee ,Simply amazing,0,#NAME?,#NAME?,,5,4,4,4,5,5,,,
Tue Feb 16 2021, Support Worker,"Manchester, England",Current Employee ,Dndjdjdjsdmsmsmz,0,"It was ok but yeah is what it is
","There is no cons for this company
Helpfu",,5,,,,,,,,
Tue Feb 16 2021, General Manager,"Glasgow, Scotland",Current Employee ,Great business,0,"Great company to work for
","None I think of, love working here
Helpfu",,5,5,,,,,,,
Tue Feb 16 2021, Marketing Manager,,Current Employee ,Very nice,0,"Very nice people and food
","Very bad drinks and pets
Helpfu",,5,4,,,,,Recommends,Positive Outlook,Approves of CEO
Sun Feb 14 2021, Sales Operations Manager,"London, England",Current Employee ,Good place to work,0,"Great colleagues, smart people and interesting work.
","Large organization, difficult to show real impact
Helpfu",,5,4,5,5,3,4,Recommends,Positive Outlook,Approves of CEO
Mon Feb 15 2021, Human Resources Specialist,"Beijing, Beijing",Former Employee ,Great employer,0,"Great culture with excellent people
","People need to self manage the learning and development
Helpfu",,5,5,5,4,3,5,Recommends,Positive Outlook,Approves of CEO
Mon Feb 15 2021, Human Resources Specialist,"Beijing, Beijing",Former Employee ,Great employer,0,"Great company with excellent people
","You need to manage your own learning and development
Helpfu",,5,5,5,4,3,4,Recommends,Positive Outlook,Approves of CEO
Mon Feb 15 2021, Operations Manager,Singapore,Current Employee ,Great company,0,"Interesting problems to solve, benefits , salary , peers , culture
","Too big to feel lost or insignificant
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
