date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Tue May 19 2020, Operations Specialist,"Toronto, ON",Former Employee ,Very friendly and nice,0,"Supportive environment, amazing benefits and pay
","Can get a bit cliquey sometimes
Helpfu",,5,4,4,5,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Jul 01 2020, Product Zone Specialist,"Richmond, BC",Current Employee ,Great sorta...,0,"Good environment. Good pay for what you do.
","Customer service deteriorating down hill. More sales oriented now than before
Advice to Management
Under the liberal facade is skynet
Helpfu","Under the liberal facade is skynet
Helpfu",4,3,2,4,5,3,Recommends,Positive Outlook,Approves of CEO
Sat Jun 27 2020, Marketing,"Toronto, ON",Former Employee ,Poor leadership,0,"The number one pro is brand recognition
","Some of the leadership perpetuates systemic social inequities. Unprofessional micro agressions. More concerned with keeping position than work that reflects the brand.
Advice to Management
Change the Canadian leadership.
Helpfu","Change the Canadian leadership.
Helpfu",3,3,2,2,3,1,,,
Thu May 21 2020, Technical Expert,,Current Employee ,Apple's a great employer to work for at the retail level.,0,"Lots of room for growth.
Management has an active role in your personal & professional development.
Great benefits for FT and PT employees.
","Demanding customers.
Sometimes it can be difficult to build camaraderie because the teams are over 150+ people.
Helpfu",,5,5,5,4,5,5,Recommends,Positive Outlook,
Wed May 20 2020, Technical Specialist,"Mississauga, ON",Former Employee ,"Great benefits, opportunities for development",0,"- Really great pay, benefits & perks especially if you’re still in school or even just graduated 
- you’re never going to find these kinds of people anywhere else. Innovative, creative & dedicated 
- 1 on 1 coaching sessions
- Managers will back you up when you have customer escalations & will coach you on how NOT to have them.
","- They don’t “let go” of people - which they should. There’s a few characters that honestly should have been let go a while ago. 
- Very top down, depends on what corporate leadership wants us to spew 
- Hard to keep up with all the conflicting directions that management pushes us on. We’re talking about like 5 different initiatives with customers at once and it can be overwhelming
- Really hard process when taking time off. 3 months in advance almost.
Advice to Management
Try to be more genuine with employees, socializing with them & eliminate that barrier between management & employee.
Helpfu","Try to be more genuine with employees, socializing with them & eliminate that barrier between management & employee.
Helpfu",5,3,5,4,5,4,Recommends,Positive Outlook,
Wed Jun 03 2020, Genius,,Former Employee ,Glass Ceiling,0,"The people, you'll meet people here that you can be great friends with for the rest of your life or in the very least interesting people that you will never forget. Great benefits for medical/dental, even part-timers are eligible.
","Don't be fooled by the 'Everything is awesome' vibe the managers try to put on, office politics are very real in every store and even though you will get along with most of your coworkers, you are competing with them if you want to advance anywhere. Demands from head office feel very out of touch with what is actually happening in stores. Managers get moved/removed often due to performance, politics, etc. so get what you can from a manager that you connect with because you never know how long it will last. In 8 years of working at Apple, I've only heard of 2 people moving to corporate and both were due to connections to district management; if that was your plan to get into corporate I would highly reconsider that path.
",,4,4,5,3,4,4,Recommends,Positive Outlook,
Tue May 26 2020, Account Manager,"Toronto, ON",Former Employee ,High-level review,0,"Very talented people Stimulating environment Great location
","Operates as a start-up Developing structure very unique vision
",,4,4,4,3,4,2,Recommends,Positive Outlook,No Opinion of CEO
Wed May 06 2020, Specialist,"Vancouver, BC",Former Employee ,Good company,0,"Good staff, decent perks, strong leadership
","nothing bad, everything is good
",,5,4,4,5,4,5,Recommends,Positive Outlook,Approves of CEO
Sun May 03 2020, Waitress,N/A,Former Employee ,good best company I ever worked at,0,"good was that I got paid on time
","bad bad it was decent not a bed
Helpfu",,5,,,,,,,,
Fri May 08 2020, Sales Specialist,"Laval, QC",Former Employee ,Good company but very male dominated,1,"There is Great care of employees
","There is Retail competitiveness like any other store but it’s quite toxic at Apple
Helpful (1",,4,5,2,4,3,3,,,
Wed Apr 29 2020, Associate Consultant,"Toronto, ON",Former Employee ,Consultant,0,,"ltant""
4.0
★★★★★
Former Employee - Associate Consultant in Toronto, ON
Recommends
Positive Outlook
Approves of CEO
I worked at Apple part-time for more than a year
Pros
great pay is a big pros, along with fun staff
Cons
long hours is a big con
",,4,3,4,4,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Apr 29 2020, Creative,"Montreal, QC",Former Employee ,Great perks and work environment,0,"Insurance, advantages, compensation, work environment
","Schedule, vacation, could be stressful environment
Helpfu",,4,3,5,3,4,5,Recommends,Positive Outlook,Approves of CEO
Tue Apr 14 2020, Technical Support Specialist,"Calgary, AB",Former Employee ,Amazing place to work for,0,"The only reason I left this company is because my father got sick. I really loved working for this company. They really do care for their employees. The management is great and so supportive . Gossiping and drama is not a part of their culture and I loved that! They never question you if you’re feeling sick and encourage you to take care of your health. They never mistreat you if you need some days off. The leadership is amazing here! Sean was my leader and he was the best manager I had!
","I am not sure if they have changed this but I hope they are providing more training on product knowledge and new carrier activations( Rogers, Fido, bell and etc).
",,5,5,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Mar 12 2020, Operations Manager,"Vancouver, BC",Current Employee ,Good stuff right here,0,"Free I phones and airpods for life
","having to deal with people
",,5,1,1,5,5,5,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Tue May 26 2020, Account Manager,"Toronto, ON",Former Employee ,High-level review,0,"Very talented people
Stimulating environment
Great location
","Operates as a start-up
Developing structure 
very unique vision
Helpfu",,4,4,4,3,4,2,Recommends,Positive Outlook,No Opinion of CEO
Wed May 06 2020, Specialist,"Vancouver, BC",Former Employee ,Good company,0,"Good staff, decent perks, strong leadership
","nothing bad, everything is good
Advice to Management
Everyone knows what apple does, and they are the best at what they do
Helpfu","Everyone knows what apple does, and they are the best at what they do
Helpfu",5,4,4,5,4,5,Recommends,Positive Outlook,Approves of CEO
Wed Apr 29 2020, Associate Consultant,"Toronto, ON",Former Employee ,Consultant,0,,"ltant""
4.0
★★★★★
Former Employee - Associate Consultant in Toronto, ON
Recommends
Positive Outlook
Approves of CEO
I worked at Apple part-time for more than a year
Pros
great pay is a big pros, along with fun staff
Cons
long hours is a big con
Advice to Management
Please fix up hourse
Helpfu","Please fix up hourse
Helpfu",4,3,4,4,5,4,Recommends,Positive Outlook,Approves of CEO
Tue Apr 14 2020, Technical Support Specialist,"Calgary, AB",Former Employee ,Amazing place to work for,0,"The only reason I left this company is because my father got sick. I really loved working for this company. They really do care for their employees. The management is great and so supportive . Gossiping and drama is not a part of their culture and I loved that! They never question you if you’re feeling sick and encourage you to take care of your health. They never mistreat you if you need some days off. The leadership is amazing here! Sean was my leader and he was the best manager I had!
","I am not sure if they have changed this but I hope they are providing more training on product knowledge and new carrier activations( Rogers, Fido, bell and etc).
Advice to Management
Keep doing what you do !
Helpfu","Keep doing what you do !
Helpfu",5,5,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Mar 12 2020, Operations Manager,"Vancouver, BC",Current Employee ,Good stuff right here,0,"Free I phones and airpods for life
","having to deal with people
Advice to Management
Do your job better my fellow managerial community
Helpfu","Do your job better my fellow managerial community
Helpfu",5,1,1,5,5,5,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Fri Mar 13 2020, Spécialist,,Former Employee ,Great place to work,0,"Company culture
Customer obsession 
Tools to grow and develop
","Schedule and alignement but feedback was already heard
Helpfu",,5,5,4,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Mar 10 2020, Retail Sales Associate,"Toronto, ON",Current Employee ,aa,0,"I love it so much
","it is very fun to work there
",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Mar 10 2020,Anonymous,,Current Employee ,Specialist,0,"Positive work place environment, good culture and benefits
","Working retail hours that are dependent on the mall
Helpfu",,5,4,5,5,4,4,Recommends,Positive Outlook,No Opinion of CEO
Wed Mar 25 2020,Anonymous,,Current Employee ,The credo,0,"Great people to work with!
","Can get overwhelming at times
Helpfu",,3,,,,,,,,
Tue Mar 03 2020, Operations Specialist,"Vancouver, BC",Current Employee ,runner,0,"Good management and benefits for all employees.
","Depending on the store location, traffic is always very high/busy
",,5,3,5,5,5,4,Recommends,Neutral Outlook,No Opinion of CEO
Sat Feb 29 2020, Software Engineer,,Current Employee ,Good,0,"good hours good environment im satisfied
","lower salary than facebook and google
Helpfu",,5,4,4,4,4,4,Recommends,Positive Outlook,Approves of CEO
Tue Feb 11 2020,Anonymous,,Current Employee ,Review,0,"Fun and great time always
",#NAME?,,5,,,,,,,,
Fri Feb 21 2020,Anonymous,,Former Employee ,Meh,0,"Discounts are rHe pros to he job
","Managers Are the cons to the job
",,2,1,1,2,4,1,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Wed Feb 19 2020,N/A,, ,Company is amazing! Will be destroyed by the management,0,"Good benefits with decent pay.
","You are working in a retail environment and will give up any sense of a life you have left for the “needs of the business”. You will have endless rounds of Koolaid meetings and will spend your time being micromanaged by people not qualified to lead who chase arbitrary metrics
",,2,2,4,2,4,2,Positive Outlook,,
Tue Jan 28 2020, President &CEO,,Current Employee ,Great place,0,"Fun time and great cafeteria selection
","None. I enjoy my time here.
",,5,,,,,,,,
Fri Mar 13 2020, Spécialist,N/A,Former Employee ,Great place to work,0,"Company culture
Customer obsession 
Tools to grow and develop
","Schedule and alignement but feedback was already heard
Helpfu",,5,5,4,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Mar 03 2020, Operations Specialist,"Vancouver, BC",Current Employee ,runner,0,"Good management and benefits for all employees.
","Depending on the store location, traffic is always very high/busy
Advice to Management
Keep up the good work
Helpfu","Keep up the good work
Helpfu",5,3,5,5,5,4,Recommends,Neutral Outlook,No Opinion of CEO
Fri Feb 21 2020,Anonymous,,Former Employee ,Meh,0,"Discounts are rHe pros to he job
","Managers Are the cons to the job
Advice to Management
Don”t act important
Helpfu","Don”t act important
Helpfu",2,1,1,2,4,1,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Fri Feb 21 2020,Anonymous,N/A,Former Employee ,Meh,0,"Discounts are rHe pros to he job
","Managers Are the cons to the job
Advice to Management
Don”t act important
Helpfu","Don”t act important
Helpfu",2,1,1,2,4,1,Doesn't Recommend,Neutral Outlook,Disapproves of CEO
Wed Feb 19 2020,N/A,, ,Company is amazing! Will be destroyed by the management,0,"Good benefits with decent pay.
","You are working in a retail environment and will give up any sense of a life you have left for the “needs of the business”. You will have endless rounds of Koolaid meetings and will spend your time being micromanaged by people not qualified to lead who chase arbitrary metrics
Helpfu",,2,2,4,2,4,2,Positive Outlook,,
Tue Jan 28 2020, President &CEO,,Current Employee ,Great place,0,"Fun time and great cafeteria selection
","None. I enjoy my time here.
Advice to Management
Keep it up
Helpfu","Keep it up
Helpfu",5,,,,,,,,
Mon Feb 10 2020, Sales Associate,"Kitchener, ON",Former Employee ,fast paced and was enjoyable,0,"fast paced, good and easy hours
","hard to hit sales target when mall traffic is low
Advice to Management
n/a
Helpfu","n/a
Helpfu",3,4,3,3,2,3,Recommends,Neutral Outlook,No Opinion of CEO
Fri Feb 07 2020, Technical Expert,"Toronto, ON",Current Employee ,"Great people, best Retail but still ""Retail",0,"Apple has a way of bringing together some amazing people. Fast paced environment where pace can vary greatly depending on the time of year. Often you are able to get full time hours regardless of being part time. Awesome benefits (especially considering they're available for part time). Other perks are available and of course discounts.
","Demanding job, high expectations which may be a good thing. Can be difficult to find work/life balance due to unpredictable nature of schedule when part time and expectation that weekends are open availability.
",,4,3,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Wed Feb 05 2020, Apple Genius,"Etobicoke, ON",Current Employee ,Great place,0,"great benefits and salaries and employees discounts
","a lot of work and overtime
Helpfu",,4,3,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Wed Feb 05 2020, Customer Service,,Former Employee ,Good,0,"Good company to work for no issues
","Schedule can vary nothing else to say
Helpfu",,4,4,4,4,4,4,,,
Sat Jan 18 2020, Salesman,"Toronto, ON",Former Employee ,Good Service and Good Products,0,"Good pay and friendly coworkers
","Took a long time to get there
",,5,3,3,3,3,3,Recommends,Neutral Outlook,Approves of CEO
Thu Jan 30 2020, OTX,,Current Employee ,Good place to gain experience,0,"flexible schedule, friendly environment, decent pay
","some co-workers can be hard to deal with, but most coworkers are friendly and fun to work with
Helpfu",,4,,,,,,,,
Tue Jan 14 2020, Sales,,Current Employee ,Good Part-Time Job,0,"Flexible hours, Health Benefits, Retirement benefits, Educational Assistance, Competitive Wage, Stock option.
","scheduling makes it difficult to have a good quality of life
",,5,2,4,5,5,,Recommends,Positive Outlook,No Opinion of CEO
Tue Jan 14 2020, MSC,"Toronto, ON",Current Employee ,Great company!,0,"fantastic people looking to leave the world better then they found it.
","no real cons - expectations are high but I think one would expect that working for one of the most successful companies on the planet.
",,5,4,5,4,5,5,Recommends,Positive Outlook,
Tue Jan 07 2020, Specialist,,Current Employee ,Awesome,0,"Awesome work environment, benefits and people. Opportunity to grow within the company,
","nothing extremely negative to count as a con
Helpfu",,5,4,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Mon Jan 20 2020, Sales Specialist,"Calgary, AB",Former Employee ,Sales Specialist at Apple,0,"Supportive Team Dynamic Environment Can be fun and rewarding if you truly enjoy working with people Employee benefits
","Can get busy and overwhelming specially in holiday season
",,4,3,5,4,4,4,Recommends,Positive Outlook,Approves of CEO
Sat Jan 18 2020, Salesman,"Toronto, ON",Former Employee ,Good Service and Good Products,0,"Good pay and friendly coworkers
","Took a long time to get there
Advice to Management
Ask for more comments and feedback from employees on what they can improve
Helpfu","Ask for more comments and feedback from employees on what they can improve
Helpfu",5,3,3,3,3,3,Recommends,Neutral Outlook,Approves of CEO
Tue Jan 14 2020, Sales,,Current Employee ,Good Part-Time Job,0,"Flexible hours, Health Benefits, Retirement benefits, Educational Assistance, Competitive Wage, Stock option.
","scheduling makes it difficult to have a good quality of life
Helpfu",,5,2,4,5,5,,Recommends,Positive Outlook,No Opinion of CEO
Tue Jan 14 2020, MSC,"Toronto, ON",Current Employee ,Great company!,0,"fantastic people looking to leave the world better then they found it.
","no real cons - expectations are high but I think one would expect that working for one of the most successful companies on the planet.
Helpfu",,5,4,5,4,5,5,Recommends,Positive Outlook,
Mon Jan 20 2020, Sales Specialist,"Calgary, AB",Former Employee ,Sales Specialist at Apple,0,"Supportive Team
Dynamic Environment
Can be fun and rewarding if you truly enjoy working with people
Employee benefits
","Can get busy and overwhelming specially in holiday season
Helpfu",,4,3,5,4,4,4,Recommends,Positive Outlook,Approves of CEO
Fri Jan 17 2020, Sales Specialist,"Laval, QC",Current Employee ,Great part time job,0,"flexible schedule
good pay
health benefits
rrsp match
product discounts
","internal politics
very busy store can be exhausting and overwhelming at times
Advice to Management
offer growth opportunities outside of retail (move to corporate)
Helpfu","offer growth opportunities outside of retail (move to corporate)
Helpfu",4,5,5,3,3,5,Recommends,Positive Outlook,Approves of CEO
Wed Jan 15 2020, Specialist,,Current Employee ,Great!,0,"Flexible benefits and schedule and great environment
","Opportunities for growth are limited
Helpfu",,4,4,3,3,5,3,Recommends,,
Fri Jan 10 2020, Connectivity Consultant,,Current Employee ,Great for those looking for a retail role with high growth potential,0,,"ltant 
I have been working at Apple part-time
Pros
Flexible work schedule Great benefits Competitive pay
Cons
None that come to mind
",,4,,,,,,,,
Mon Jan 06 2020, Technical Expert,,Former Employee ,Amazing experience!,0,"Great environment to grow and have fun at the same time!
","Most technical knowledge we learn is proprietary and cannot be carried outside of the company.
Helpfu",,4,4,4,4,5,4,,,
Fri Dec 20 2019, Genius Administrator,,Current Employee ,Workplace,0,"Culture, Flexibility Benefits People, Interesting environment
","High expectations No weekends or evenings off Few holidays off
",,5,3,4,4,5,3,Recommends,Positive Outlook,No Opinion of CEO
Wed Dec 25 2019, Technical Expert,"Ottawa, ON",Former Employee ,Decent Job -- Not A Career,0,"Exceptional benefits, above average pay for hourly retail employees, generous stock options.
","Poor scheduling flexibility, often felt overworked due to lack of staff compared to volume of customers, minimal opportunities for advancement, management exhibits favouritism.
",,4,2,4,2,5,2,Doesn't Recommend,Neutral Outlook,Approves of CEO
Fri Dec 20 2019, Apple Genius,"Montreal, QC",Former Employee ,"Great culture, but too much politics and favouritism.",1,"- Great pay and benefits - Company culture - Good stepping stone in an early career. - Perfect for students .
","- Huge culture of nepotism. Management awards promotions based on favoritism, gender, sexual orientation and race in order to fill a political diversity agenda. Its a great initiative, but get ready to see someone getting high roles on a silver platter and see their career advance at the speed of light all while putting half the effort then someone else just because of the criteria listed. - Absolutely no structure for advancement, management does pretty much what they want and if you dare complain you're on a black list permanently. They heavily bank on the ""ambiguity"" of the company structure to sweep their actions under the rug. - Management is aware of those issues since they keep being the number one topic of complaints in employee surveys but they do nothing about it. - They make you believe you're chosen and special, but you're very expendable. - Bad worklife balance, unstable workshifts, working nights and weekends. Suitable for youngsters but avoid it if you have kids.
",,3,3,4,1,4,2,Recommends,Positive Outlook,Approves of CEO
Sun Dec 08 2019, Apple Genius,"Montreal, QC",Former Employee ,Best part time job,0,"Top tech company
Good for part time
","Good for part time only
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Thu Dec 19 2019, Specialist,"Toronto, ON",Former Employee ,Stressful Work Environment,0,"Exciting fast paced environment, work as part of a strong team with interesting people.
","Very busy store can be stressful, and causes negative health effects. High staff turnover.
Helpfu",,3,1,3,3,3,3,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Tue Dec 17 2019, Product Specialist,"Toronto, ON",Current Employee ,"Pretty good, could be better.",0,"Great benefits package, discounts, fun work environment.
","Pretending like sales doesn’t matter when it does.
",,4,3,4,3,5,4,Recommends,Positive Outlook,Approves of CEO
Fri Dec 20 2019, Genius Administrator,,Current Employee ,Workplace,0,"Culture, Flexibility Benefits People, Interesting environment
","High expectations
No weekends or evenings off
Few holidays off
Helpfu",,5,3,4,4,5,3,Recommends,Positive Outlook,No Opinion of CEO
Wed Dec 25 2019, Technical Expert,"Ottawa, ON",Former Employee ,Decent Job -- Not A Career,0,"Exceptional benefits, above average pay for hourly retail employees, generous stock options.
","Poor scheduling flexibility, often felt overworked due to lack of staff compared to volume of customers, minimal opportunities for advancement, management exhibits favouritism.
Advice to Management
Play less favouritism and refrain from utilising unfair and biased hiring and promotion practices. Internal employees who are tenured aren't offered any preference for promotions unless they're well-liked and ""drink the Kool-Aid"".
Helpfu","Play less favouritism and refrain from utilising unfair and biased hiring and promotion practices. Internal employees who are tenured aren't offered any preference for promotions unless they're well-liked and ""drink the Kool-Aid"".
Helpfu",4,2,4,2,5,2,Doesn't Recommend,Neutral Outlook,Approves of CEO
Fri Dec 20 2019, Apple Genius,"Montreal, QC",Former Employee ,"Great culture, but too much politics and favouritism.",1,"- Great pay and benefits
- Company culture
- Good stepping stone in an early career.
- Perfect for students .
","- Huge culture of nepotism. Management awards promotions based on favoritism, gender, sexual orientation and race in order to fill a political diversity agenda. Its a great initiative, but get ready to see someone getting high roles on a silver platter and see their career advance at the speed of light all while putting half the effort then someone else just because of the criteria listed.

- Absolutely no structure for advancement, management does pretty much what they want and if you dare complain you're on a black list permanently. They heavily bank on the ""ambiguity"" of the company structure to sweep their actions under the rug.

- Management is aware of those issues since they keep being the number one topic of complaints in employee surveys but they do nothing about it.

- They make you believe you're chosen and special, but you're very expendable.

- Bad worklife balance, unstable workshifts, working nights and weekends. Suitable for youngsters but avoid it if you have kids.
Helpful (1",,3,3,4,1,4,2,Recommends,Positive Outlook,Approves of CEO
Tue Dec 17 2019, Product Specialist,"Toronto, ON",Current Employee ,"Pretty good, could be better.",0,"Great benefits package, discounts, fun work environment.
","Pretending like sales doesn’t matter when it does.
Advice to Management
Listen to feedback and change the system, instead of following an outdated protocol.
Helpfu","Listen to feedback and change the system, instead of following an outdated protocol.
Helpfu",4,3,4,3,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Dec 11 2019, Product Specialist,,Former Employee ,"Good pay, poor management",0,"Pays really well for a retail job without specific required experience. Potential to move up in store and make better wage.
","Poor management, challenging to get time off, not respectful or other commitments such as school (states that you should see Apple as a career), bad for booking off time and scheduling
",,3,2,4,4,5,2,,,
Mon Nov 25 2019, Spécialiste,"London, ON",Current Employee ,Amazing Environment,0,"Great people and they’re all super helpful
","Always a busy atmosphere and tough to advance to corporate level
Helpfu",,5,3,5,2,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Nov 23 2019, Specialist,"Montreal, QC",Current Employee ,Great pay and great benefits,0,"Great pay, especially for an 18-year-old working part-time and studying. Great discounts Managers are always very understanding and compassionate.
","Healthcare doesn't come as a part-time/seasonal worker in Canada.
",,5,4,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Dec 06 2019, Operations Specialist,,Former Employee ,Not bad for retail,0,"Higher than average pay Flexible hours Friendly people
","Variation of schedule (very early hours and also very late) Hard to go from part-time to full-time Can kind of feel like a cult at time
",,3,,,,,,,,
Fri Nov 15 2019, Specialist,"Laval, QC",Former Employee ,Great student job,0,"Great work environment, management that care and discounts on products
","Holiday’s and product release are a serious pain
Helpfu",,5,4,5,4,5,4,Recommends,Positive Outlook,Approves of CEO
Fri Nov 29 2019, Sales Specialist,,Former Employee ,__,0,"great team and work environment + training
","management handles situations too drastically regarding workers
Helpfu",,4,5,5,4,5,2,,,
Thu Nov 28 2019, Specialist,,Current Employee ,Good working environment,0,"If you like apple products this is a wonderful place to work
","No commission or bonus for sales
Helpfu",,4,4,5,3,4,4,,,
Thu Nov 07 2019, Specialist,,Current Employee ,Pretty Good,0,"Good place for part time work
","No room for growth, some staff get better treatment and pay than others based on management
Helpfu",,5,3,5,1,5,1,Doesn't Recommend,Neutral Outlook,Approves of CEO
Thu Nov 07 2019, Technical Specialist,"Montreal, QC",Former Employee ,Awesome work environment!,0,"Flexible schedules, great atmosphere, supportive management, excellent benefits
","must be vocal to grow in company
Helpfu",,5,5,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Sat Nov 23 2019, Specialist,"Montreal, QC",Current Employee ,Great pay and great benefits,0,"Great pay, especially for an 18-year-old working part-time and studying.
Great discounts
Managers are always very understanding and compassionate.
","Healthcare doesn't come as a part-time/seasonal worker in Canada.
Advice to Management
None, keep it up!
Helpfu","None, keep it up!
Helpfu",5,4,5,4,5,5,Recommends,Positive Outlook,Approves of CEO
Fri Dec 06 2019, Operations Specialist,,Former Employee ,Not bad for retail,0,"Higher than average pay
Flexible hours
Friendly people
","Variation of schedule (very early hours and also very late)
Hard to go from part-time to full-time
Can kind of feel like a cult at time
Helpfu",,3,,,,,,,,
Mon Nov 04 2019, In,"Main Square, ON",Former Employee ,Great Experience,0,"Great work life balance 
Great co-workers
Managers friendly and want to see you do well
","long hours standing 9 hour days
Helpfu",,5,5,5,2,5,5,Recommends,Positive Outlook,No Opinion of CEO
Fri Nov 01 2019,Anonymous,,Former Employee ,Technician,0,"Benefits, stock options, working with a group of awesome and free range thinkers, and working with the public.
","Working through the holiday seasons (this depends on where you work, for example as a technician I worked in a “tourist mall” so it was open all the time, even in star holidays.
",,5,4,5,4,5,4,Recommends,Positive Outlook,Approves of CEO
Wed Oct 30 2019, Retail Sales Associate,,Former Employee ,Environment,0,"Positive, energetic, influential leadership, constant learning environment
","Always moving, no real break...sometimes demanding
Helpfu",,5,,,,,,Recommends,Positive Outlook,Approves of CEO
Wed Nov 13 2019, Genius Administrator,,Current Employee ,Exciting and fun work environment,0,#NAME?,"-Terrible hours (nights and weekends) -Customer's can be difficult to deal with
",,4,2,5,3,3,3,Recommends,Neutral Outlook,Approves of CEO
Mon Nov 11 2019, Sales,,Former Employee ,Sales,0,"People,atmosphere, experience and overall stable
","Stress,dealing with rude clients,alot of time standing
Helpfu",,3,,,,,,,,
Sun Oct 27 2019,Anonymous,,Former Employee ,Great place to grow,0,"Good pay and benefits Great culture Room to grow if you are dedicated
","Workplace politics, but HR is great about handling it
",,5,4,5,4,5,3,Recommends,Positive Outlook,
Sat Nov 09 2019, Specialist,,Current Employee ,great company!,0,"happy friendly workers, nice benefits
","retail hours, hard to find people to take your shift, scheduling people don't really care about your life outside the job (ie. don't accommodate)
",,4,1,3,4,5,2,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Mon Nov 04 2019, Lead Genius,N/A,Former Employee ,Great benefits,0,"Benefits, cool product, fast paced.
","Management that should leave but won’t because of the compensation
Helpfu",,3,4,3,3,4,1,Doesn't Recommend,Positive Outlook,Approves of CEO
Sun Nov 03 2019, Tech,N/A,Former Employee ,"Average, management was picky",0,"Great benefits
Good part time job
","management was extremely poor. they provided very poor guidance and leadership
Helpfu",,3,4,3,3,5,1,,,
Sat Nov 02 2019, Genius,,Current Employee ,Great,0,"Flexible hours and good pay
","Vacation booking difficult during busy seasons
Helpfu",,4,,,,,,,,
Wed Nov 13 2019, Genius Administrator,,Current Employee ,Exciting and fun work environment,0,#NAME?,"-Terrible hours (nights and weekends) 
-Customer's can be difficult to deal with
Helpfu",,4,2,5,3,3,3,Recommends,Neutral Outlook,Approves of CEO
Sun Oct 27 2019,Anonymous,,Former Employee ,Great place to grow,0,"Good pay and benefits
Great culture
Room to grow if you are dedicated
","Workplace politics, but HR is great about handling it
Advice to Management
Don't play favourites
Helpfu","Don't play favourites
Helpfu",5,4,5,4,5,3,Recommends,Positive Outlook,
Sat Nov 09 2019, Specialist,,Current Employee ,great company!,0,"happy friendly workers, nice benefits
","retail hours, hard to find people to take your shift, scheduling people don't really care about your life outside the job (ie. don't accommodate)
Helpfu",,4,1,3,4,5,2,Doesn't Recommend,Neutral Outlook,No Opinion of CEO
Sat Nov 02 2019, Specialist,"Toronto, ON",Former Employee ,"Great place to grow, not great to stay",1,"The pay is incredible especially for an entry level job, the hours are very flexible and they are definitely accommodating when it comes to a lot of life situations.
","Management. Unfortunately the downside of all wonderful places to be, either you shape up or ship out, my experience was fantastic in the first few years, however changes in structure and attitude by the company itself has exacerbated the poor attitudes I had to cater to, its unfortunate to placate grown adults but such is the life of passive aggressive environments. A lot of smiles and very little integrity.
Advice to Management
Self-development, therapy, whatever it takes to get out of your egos and redevelop a functioning team.
Helpful (1","Self-development, therapy, whatever it takes to get out of your egos and redevelop a functioning team.
",2,4,1,4,5,1,Recommends,Positive Outlook,Approves of CEO
Wed Oct 30 2019, Specialist,,Former Employee ,Rewarding life journey,0,"- Learning people skills and life skills that is transferable. - You will be pushed to do things you feel uncomfortable with. - It's never easy, but you will always have support from managers.
",#NAME?,,4,3,5,5,5,5,Recommends,Positive Outlook,Approves of CEO
Tue Oct 29 2019,Anonymous,"Winnipeg, MB",Current Employee ,Good,0,"Good place to work and grow
","May get busy and stressful
Helpfu",,3,3,3,3,3,3,,,
Sat Oct 12 2019, Specialist,,Current Employee ,Amazing Company To work for,0,"Amazing benefits Easy time management Amazing work place Amazing attitude
","Demends alot Hard to grow Can not move to corporate easier to leave and come back then to get promoted
",,5,4,5,3,5,2,Recommends,Positive Outlook,Approves of CEO
Sun Oct 27 2019,Anonymous,"Ottawa, ON",Former Employee ,Culture Shift,0,"Well paying retail job. Very diverse coworkers. Good amount of breaks (needed due to high pace/nonstop working). Benefits for part time.
","Difficult to get time off. Strict management. Requires a lot of time for part-time employment. (min. 25 hours, must have 2 closing shifts not including sunday cause they close earlier, and full weekend availability). Fake culture around wanting employee development, will only care if it benefits them. (ie. Had trouble getting time off for a final exam in university). Impossible to get time off around holidays, no matter how far in advance you book it. Lack of advancement opportunities passed the retail level (worked with several people that have around 8-10 years in the same store).
",,3,1,3,1,5,3,Neutral Outlook,,
Wed Oct 09 2019, Sales,N/A,Former Employee ,Sales,0,"Good pay and good co worker
","Long hours and long shifts
Helpfu",,5,,,,,,,,
Thu Nov 14 2019, Genius,"Montreal, QC",Current Employee ,Apple in 5 words,0,"flexible hours and good for students
","Too much secret relations between management and employees, too much favoritism
Helpfu",,1,2,1,1,5,1,Doesn't Recommend,Negative Outlook,Approves of CEO
